Clapeyron Estimator,
[method=saturation_p,species=cyclohexanol]
T,out_p
300,98.8771
322,463.989
340,1454.94
362,4963.33
383,14047.1
401,28845.3
423,62968.9
440,108422
462,196295
484,327997
501,471248
523,705093
540,941647
562,1308530
580,1669100
601,2226160
