Clapeyron Estimator,
[method=saturation_p, species=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC]
T,out_p
432.36,1.15
432.37,1.13
442.48,2.33
452.32,4.57
452.34,4.51
