Clapeyron Estimator,
[method=saturation_p, species=CCCCCCCCCCCCCCCCCCCCCCCCC]
T,out_p
381.69,0.331
391.91,0.783
402.03,1.78
411.75,3.83
411.78,8.02
422.02,15.8
432.21,29.6
442.33,29.9
442.34,54.1
452.24,53.4
452.25,92.6
461.95,92.6
461.98,92.3
461.98,93.8
