Clapeyron Estimator,
[method=en_vap, species=cyclohexanol]
T,out_en_vap
300,60487.67135
320,58086.73427
340,55628.10189
360,53106.1831
380,50514.37434
400,47844.77676
420,45087.80137
440,42231.60225
460,39261.23534
480,36157.35883
500,32894.12303
520,29435.5223
540,25728.54554
560,21688.76522
580,17164.41772
600,11816.82121
