component,property,AAD_lit,AAD_fit,percent_AAD_lit,percent_AAD_fit
ethane,Saturated Pressure,16112.067360954961,3984.8088306207164,2.3454015809383373,1.6349316325619083
ethane,Saturated liquid density,266.2209843983967,140.83006954437752,1.469966091186718,0.7896480487731795
ethane,Saturated vapour density,26.56197765883101,15.04623693036231,4.160810279544724,2.370095915585714
ethane,Liquid density,145.3506324506595,117.03804959020385,1.0374959986883858,0.8548423686294276
propane,Saturated Pressure,11171.869985873302,3983.9528992510313,2.2396646292846216,1.7467759694941074
propane,Saturated liquid density,86.51738242063455,102.86575204443382,0.7448327857329284,0.8872089625831576
propane,Saturated vapour density,14.619630146678132,10.15359379375228,3.9672886272095647,3.3609136434087516
propane,Liquid density,49.47804364983565,60.0444177253826,0.46811870743240314,0.5818154872009589
butane,Saturated Pressure,4003.021471816563,9405.325537855242,1.2772027416777605,1.7383821146285865
butane,Saturated liquid density,34.970033013428974,44.39255959080008,0.37234311553571736,0.4747146333562057
butane,Saturated vapour density,4.552194498144691,1.6509688357698076,1.336268160131166,0.7677339763333919
butane,Liquid density,35.29366225418293,49.80184714691616,0.4653041908526246,0.6878721676575394
pentane,Saturated Pressure,5130.702780197582,9321.401481182407,1.8785326864326939,2.173624052356007
pentane,Saturated liquid density,26.235813201216917,23.312934282081546,0.3045768568590478,0.28191158942254213
pentane,Saturated vapour density,2.4793665840834826,0.8890060873793602,1.4482881100676184,0.9543092732335317
pentane,Liquid density,37.73493785121938,45.88977034297476,0.5276913370800382,0.6568337074428445
hexane,Saturated Pressure,2770.4762155462395,10970.364482118728,1.3882851231743818,2.0791482899615272
hexane,Saturated liquid density,22.7169576991636,16.521064529905328,0.3323454271322592,0.24160964755190842
hexane,Saturated vapour density,8.370733385211969,4.400493203177458,2.1522943155601024,1.310724730919375
hexane,Liquid density,36.29111726894063,38.69238646462002,0.5370731052062138,0.5926454414174275
heptane,Saturated Pressure,812.8001161980006,2797.712629131129,1.0043827624657133,1.5985512736724365
heptane,Saturated liquid density,22.68918490983328,16.455367731323978,0.3445803748941608,0.2673396580209072
heptane,Saturated vapour density,1.1471658407384109,0.5324053319958417,1.1975062971588926,0.866378822402921
heptane,Liquid density,33.882720027411416,35.18302859989355,0.5508188132929396,0.5841516371848757
octane,Saturated Pressure,2300.344048989357,2586.68293047991,0.7695711025570706,1.1154339097995631
octane,Saturated liquid density,20.847559093407934,23.89206935022955,0.37559800931164755,0.4762527263960677
octane,Saturated vapour density,3.6183004606007785,2.141230107995606,2.110182382467148,1.1900359561508163
octane,Liquid density,27.401466011302837,30.747423548246378,0.48829151077637273,0.554364140531455
nonane,Saturated Pressure,3249.768429368284,1269.9100563730472,0.6847362166099181,0.7791507586652624
nonane,Saturated liquid density,27.083913083038723,33.902014288491046,0.5882187753721666,0.7783449616593767
nonane,Saturated vapour density,3.1955610243249395,1.810539309347608,2.360894616766485,1.2619476657373092
nonane,Liquid density,24.083620042450864,27.856565115649136,0.4787652661310858,0.5579577774156929
decane,Saturated Pressure,4967.906746529013,843.8921032991311,1.7497723292996765,0.8481416632053371
decane,Saturated liquid density,21.52784686372608,31.74192419610162,0.5159575254624778,0.811590040817805
decane,Saturated vapour density,3.7754520031098817,2.348973187353197,3.7351380272671335,2.2830786451859626
decane,Liquid density,20.918422576327238,26.056511862368303,0.45462738079208026,0.5684080720825112
Average,Saturated Pressure,5613.217461719255,5018.227883367927,1.4819499080489082,1.5237932960383038
Average,Saturated liquid density,58.75663052031629,48.21263950641605,0.5609354401652359,0.5565133631756835
Average,Saturated vapour density,7.591153511302589,4.3303829763481625,2.496518979574759,1.5961354032175303
Average,Liquid density,45.60384690359228,47.923333377361644,0.5564651455835716,0.626543422173637
