component,property,AAD_lit,AAD_fit,percent_AAD_lit,percent_AAD_fit
ethane,Saturated Pressure,16112.067360954961,10874.752177605238,2.3454015809383373,1.6117676769591645
ethane,Saturated liquid density,266.2209843983967,145.1639277081211,1.469966091186718,0.8203403231383081
ethane,Saturated vapour density,26.56197765883101,25.244617372044853,4.160810279544724,3.3233141005667104
ethane,Liquid density,145.3506324506595,119.66263660701203,1.0374959986883858,0.903917850562883
propane,Saturated Pressure,11171.869985873302,11467.65456864658,2.2396646292846216,2.6267330928099857
propane,Saturated liquid density,86.51738242063455,105.95810476897033,0.7448327857329284,0.9196362566471576
propane,Saturated vapour density,14.619630146678132,14.868484506374891,3.9672886272095647,4.377067365017044
propane,Liquid density,49.47804364983565,59.81225847323205,0.46811870743240314,0.5506248106130843
butane,Saturated Pressure,4003.021471816563,2945.8416914290706,1.2772027416777605,0.7467166903383394
butane,Saturated liquid density,34.970033013428974,50.79699698726226,0.37234311553571736,0.5537156011589235
butane,Saturated vapour density,4.552194498144691,4.759187843642089,1.336268160131166,1.293852691163677
butane,Liquid density,35.29366225418293,38.897806601336626,0.4653041908526246,0.5054026859079588
pentane,Saturated Pressure,5130.702780197582,4458.930951099822,1.8785326864326939,1.1878576426051097
pentane,Saturated liquid density,26.235813201216917,29.47223504991041,0.3045768568590478,0.37442662273157445
pentane,Saturated vapour density,2.4793665840834826,2.417428027290573,1.4482881100676184,0.9340700171557758
pentane,Liquid density,37.73493785121938,36.320743224412865,0.5276913370800382,0.5002357738112413
hexane,Saturated Pressure,2770.4762155462395,4181.152139077816,1.3882851231743818,1.0594422274079347
hexane,Saturated liquid density,22.7169576991636,17.56606796466215,0.3323454271322592,0.2803732847083541
hexane,Saturated vapour density,8.370733385211969,7.176764575732446,2.1522943155601024,1.7380147744812657
hexane,Liquid density,36.29111726894063,28.03459336374289,0.5370731052062138,0.4259503543673589
heptane,Saturated Pressure,812.8001161980006,869.3320413337847,1.0043827624657133,0.8930475255849647
heptane,Saturated liquid density,22.68918490983328,10.534161271796481,0.3445803748941608,0.1656184415545928
heptane,Saturated vapour density,1.1471658407384109,1.1023251792511537,1.1975062971588926,1.239266042427074
heptane,Liquid density,33.882720027411416,26.60114686710208,0.5508188132929396,0.4419626230970514
octane,Saturated Pressure,2300.344048989357,802.556207242917,0.7695711025570706,0.3302413659586031
octane,Saturated liquid density,20.847559093407934,13.694946191809823,0.37559800931164755,0.2689231623921688
octane,Saturated vapour density,3.6183004606007785,3.1199934184520606,2.110182382467148,1.9293667191189203
octane,Liquid density,27.401466011302837,23.48013983232583,0.48829151077637273,0.4233026505432799
nonane,Saturated Pressure,3249.768429368284,1264.5269500727843,0.6847362166099181,0.5955424042246379
nonane,Saturated liquid density,27.083913083038723,24.861671485727886,0.5882187753721666,0.5721883898666292
nonane,Saturated vapour density,3.1955610243249395,2.6023540963636442,2.360894616766485,2.3201078219545765
nonane,Liquid density,24.083620042450864,21.585713556188928,0.4787652661310858,0.4354668313866837
decane,Saturated Pressure,4967.906746529013,2445.0196403916157,1.7497723292996765,1.300225877066665
decane,Saturated liquid density,21.52784686372608,23.142085245701473,0.5159575254624778,0.5912611142074133
decane,Saturated vapour density,3.7754520031098817,3.042357421014836,3.7351380272671335,3.2915119798622245
decane,Liquid density,20.918422576327238,20.5624074087899,0.45462738079208026,0.4510240351135131
Average,Saturated Pressure,5613.217461719255,4367.751818544402,1.4819499080489082,1.1501749447728227
Average,Saturated liquid density,58.75663052031629,46.798910741551325,0.5609354401652359,0.505164799600569
Average,Saturated vapour density,7.591153511302589,7.1481680489073955,2.496518979574759,2.27184127908303
Average,Liquid density,45.60384690359228,41.66193843712703,0.5564651455835716,0.5153208461558949
